46.7:46.7235952609
46.7:46.7031719806
46.69:46.6788818644
46.66:46.6898882812
46.68:46.6529662335
46.65:46.6770298369
46.64:46.6424934215
46.68:46.6495693284
46.68:46.7015699931
46.69:46.677234311
46.73:46.7153435736
46.74:46.7452936336
46.73:46.7328274878
46.72:46.738237141
46.69:46.7188010126
46.69:46.6743478827
46.7:46.6870017521
46.75:46.6983851711
46.79:46.7576097973
46.79:46.8053126464
46.81:46.8038575575
46.81:46.8251944038
46.79:46.8053881731
46.78:46.7862392625
46.78:46.7843558093
46.79:46.7670966677
46.83:46.7872867597
46.84:46.8391608383
46.84:46.844235289
46.83:46.85072242
46.83:46.8326752043
46.79:46.8270985036
46.8:46.7811835129
46.76:46.8008578218
46.74:46.7448633572
46.71:46.7384053769
46.71:46.7129159032
46.71:46.710851793
46.7:46.7175957236
46.71:46.7087078725
46.74:46.7237781053
46.77:46.7481617735
46.79:46.7764979954
46.8:46.7998138749
46.79:46.7993529667
46.81:46.7834017224
46.83:46.8078609812
46.8:46.8263062395
46.79:46.7915469513
46.84:46.7921799292
46.8:46.8409739777
46.8:46.7870634488
46.84:46.8192725067
46.84:46.8448030771
46.92:46.8266462067
46.92:46.9499705758
46.92:46.9155221173
46.92:46.9181903874
46.95:46.9297312841
47.03:46.9416446888
47.16:47.055613892
47.23:47.1800873949
47.17:47.2266030425
47.18:47.1726327815
47.21:47.1886097479
47.23:47.2647777343
47.32:47.289496864
47.31:47.3486143204
47.22:47.2664778435
47.2:47.2009786573
47.22:47.2275329566
47.26:47.237736369
47.3:47.2871085797
47.29:47.2916237511
47.29:47.2680046295
47.27:47.2973942506
47.24:47.2771344629
47.24:47.2267555769
47.24:47.2411167963
47.22:47.2303113348
47.2:47.2115102794
47.22:47.1993786333
47.23:47.2232298
47.22:47.2282453067
47.31:47.2158780177
47.38:47.305496526
47.39:47.3605036947
47.39:47.3652447754
47.35:47.3697827057
47.28:47.3216792189
47.29:47.2857137549
47.3:47.3034827568
47.31:47.2860679083
47.27:47.2998937952
47.29:47.2826052197
47.26:47.291736404
47.28:47.2829055344
47.27:47.2789516827
47.29:47.2582107949
47.27:47.2640863893
47.2:47.2699168177
47.1:47.1739373813
47.1:47.1004367884
47.18:47.0901270452
47.23:47.1807175508
47.23:47.2172361315
47.25:47.2556981324
47.27:47.2599475072
47.32:47.2648234335
47.27:47.2995610961
47.27:47.244683236
47.31:47.2611836071
47.31:47.3110881371
