27.7:27.7101334396
27.67:27.7027932474
27.66:27.6646266319
27.66:27.6700543023
27.68:27.6685247201
27.69:27.6901032756
27.68:27.7011831759
27.69:27.6798052283
27.68:27.6968918879
27.68:27.6892694331
27.68:27.6941869718
27.68:27.7025742446
27.68:27.6847153974
27.68:27.6802004915
27.66:27.6842197674
27.68:27.6569299834
27.69:27.6915856783
27.71:27.6974781186
27.73:27.7194538943
27.7:27.7414642734
27.73:27.6917677637
27.73:27.7443599635
27.69:27.737011281
27.64:27.6968847947
27.68:27.6497891143
27.68:27.6859410993
27.68:27.6784872387
27.68:27.6918585663
27.68:27.6776004923
27.66:27.6753833639
27.67:27.6688233038
27.65:27.6857273588
27.63:27.6680456455
27.63:27.6282625639
27.6:27.63454083
27.6:27.5932298331
27.62:27.6118906702
27.63:27.6158696783
27.61:27.6383575489
27.63:27.6150106938
27.63:27.6360888442
27.65:27.6294251163
27.67:27.6699370919
27.65:27.6791460273
27.63:27.6514276331
27.65:27.6339204729
27.66:27.6516881225
27.65:27.6748051334
27.65:27.6640220782
27.66:27.6559413247
27.65:27.6573214886
27.66:27.6606840177
27.68:27.6722523384
27.68:27.7005389605
27.71:27.6874315745
27.72:27.7197139057
27.7:27.7259118872
27.7:27.7060505186
27.73:27.7117286987
27.79:27.7446601085
27.91:27.8102635572
27.92:27.9351519632
27.89:27.9182649155
27.89:27.8942273118
27.92:27.9132561802
27.94:27.9542027709
28.01:27.9874823914
28.01:28.0184932221
27.95:27.9888593981
27.94:27.9172470297
27.94:27.9459974053
27.97:27.955212431
27.99:27.989273399
27.99:27.9728360707
27.98:27.9695810313
27.95:27.9523824458
27.94:27.9467012645
27.92:27.9393430306
27.94:27.9187085622
27.9:27.9254685499
27.89:27.8978618539
27.89:27.8851921008
27.88:27.8835280812
27.87:27.8813834852
27.91:27.8698742685
27.97:27.9070935793
27.96:27.9612708267
27.96:27.9477306482
27.96:27.9591068911
27.91:27.9412722574
27.92:27.9044340202
27.92:27.9155641451
27.94:27.9203728702
27.91:27.9229006383
27.91:27.9161306441
27.9:27.9080228002
27.95:27.8988349397
27.91:27.9511836828
27.92:27.9082408454
27.92:27.9157239144
27.92:27.9105281319
27.89:27.9056422641
27.9:27.8970858004
27.93:27.8830020839
27.96:27.9376931358
27.97:27.949114246
27.97:27.9778572737
28.0:27.9514145038
28.01:28.0106504138
28.01:27.9971211922
28.03:28.0191350537
28.0:28.0101028477
28.01:28.0019248811
